id,title,description,short_description,programming_language,difficulty_level,xp,time_needed_in_hours,topic_id,technology_id,content_area,link,image_url,last_updated_on,nb_of_subscriptions,num_chapters,num_exercises,num_videos,datasets_count,instructors_names,collaborators_names,tracks_titles,prerequisites_titles
92,Reinforcement Learning from Human Feedback (RLHF),Combine the efficiency of Generative AI with the understanding of human expertise in this course on Reinforcement Learning from Human Feedback. You’ll learn how to make GenAI models truly reflect human values and preferences while getting hands-on experience with LLMs. You’ll also navigate the complexities of reward models and learn how to build upon LLMs to produce AI that not only learns but also adapts to real-world scenarios.,Learn how to make GenAI models truly reflect human values while gaining hands-on experience with advanced LLMs.,python,3,2900,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/reinforcement-learning-from-human-feedback-rlhf,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,2314,4,38,13,0,Mina Parham,Francesca Donadoni,Developing Large Language Models; Reinforcement Learning in Python,Deep Reinforcement Learning in Python
93,Fine-Tuning with Llama 3,"Fine-tune the Llama open-source LLM to optimize its performance for specialized applications. Learn how to use TorchTune's recipe-based system and Hugging Face’s SFTTrainer to run fine-tuning loops, preparing your models with custom datasets. Finally, experiment with parameter-efficient techniques like LoRA and apply quantization to decrease model memory usage and run your tasks more efficiently.","Fine-tune Llama for custom tasks using TorchTune, and learn techniques for efficient fine-tuning such as quantization.",python,2,1700,2,16.0,37,Artificial Intelligence,https://www.datacamp.com/courses/fine-tuning-with-llama-3,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,2374,2,22,7,0,Francesca Donadoni,James Chapman,Llama Fundamentals,Working with Llama 3
94,Sentiment Analysis in Python,"Have you left a review to express how you feel about a product or a service? And do you have a habit of checking a product’s reviews online before you buy it? This kind of information is valuable not only for you but also for companies. In this course, you will learn how to make sense of the sentiment expressed in various documents. You will use real-world datasets featuring tweets, movie and product reviews, and use Python’s nltk and scikit-learn packages. By the end of the course, you will be able to carry an end-to-end sentiment analysis task based on how US airline passengers expressed their feelings on Twitter.",Are customers thrilled with your products or is your service lacking? Learn how to perform an end-to-end sentiment analysis task.,python,2,5050,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/sentiment-analysis-in-python,https://assets.datacamp.com/production/course_16852/shields/thumb/shield_image_course_16852_20240216-1-941zqh?1708111337,17/09/2025,21480,4,60,16,3,Violeta Misheva,Hillary Green-Lerman; Chester Ismay; Ruanne Van Der Walt,Natural Language Processing in Python,Python Toolbox
95,Image Modeling with Keras,"Image modeling often requires deep learning methods that use data to train neural network algorithms for various machine learning tasks. Convolutional neural networks (CNNs) are particularly powerful neural networks that you'll use to classify different types of objects for the analysis of images. This four-hour course will teach you how to construct, train, and evaluate CNNs using Keras.","Learn to conduct image analysis using Keras with Python by constructing, training, and evaluating convolutional neural networks.",python,3,3650,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/image-modeling-with-keras,https://assets.datacamp.com/production/course_7823/shields/thumb/shield_image_course_7823_20241106-1-1jlkhmn?1730900360,17/09/2025,38223,4,45,13,0,Ariel Rokem,Lore Dirick; Sumedh Panchadhar; Eunkyung Park,Image Processing in Python; Keras Fundamentals,Introduction to Deep Learning with Keras
96,Multi-Modal Models with Hugging Face,"Text generation is so 2024! In this course, we'll combine data modalities to generate images, audio, and even videos! We'll use Hugging Face models and datasets, to perform computer vision tasks like image classification, object detection, and segmentation. We'll denoise audio and generate music using models from Meta, and we'll use prompts to edit images and generate video. Join us on this generative AI journey today!","Combine text, images, audio, and video with the latest AI models from Hugging Face, and generate new images and videos!",python,2,3800,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/multi-modal-models-with-hugging-face,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,561,4,45,14,0,Sean Benson,James Chapman; Francesca Donadoni,,Working with Hugging Face
97,Recurrent Neural Networks (RNNs) for Language Modeling with Keras,"Machine Learning models are based on numerical values to make predictions/classification, but how can computers deal with text data? With the huge increase of available text data, applications such as automatic document classification, text generation, and neural machine translation became possible. In this course, you will learn how to use Recurrent Neural Networks to classify text (binary and multiclass), generate phrases simulating the character Sheldon from The Big Bang Theory TV Show, and translate Portuguese sentences into English. Are you ready to start your journey into Language Models using Keras and Python? Dive in!","Learn how to use RNNs to classify text sentiment, generate sentences, and translate text between languages.",python,3,4500,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/recurrent-neural-networks-rnn-for-language-modeling-with-keras,https://assets.datacamp.com/production/course_17591/shields/thumb/shield_image_course_17591_20250218-1-1wmn5xv?1739890754,17/09/2025,15479,4,54,16,2,David Cecchini,Chester Ismay; Adrián Soto,Keras Fundamentals,Introduction to Natural Language Processing in Python; Introduction to Deep Learning with Keras
98,Spoken Language Processing in Python,"We learn to speak far before we learn to read. Even in the digital age, our main method of communication is speech. Spoken Language Processing with Python will help you load, transform and transcribe audio files. You'll start by seeing what raw audio looks like in Python. And then finish by working through an example business use case, transcribing and classifying phone call data.","Learn how to load, transform, and transcribe speech from raw audio files in Python.",python,3,4400,4,3.0,2,Data Science and Analytics,https://www.datacamp.com/courses/spoken-language-processing-in-python,https://assets.datacamp.com/production/course_17718/shields/thumb/shield_image_course_17718_20200205-1-bbreez?1580915440,17/09/2025,8090,4,53,14,1,Daniel Bourke,Hillary Green-Lerman; Adrián Soto; Maggie Matsui,Natural Language Processing in Python,Introduction to Natural Language Processing in Python; Supervised Learning with scikit-learn
99,Advanced NLP with spaCy,"If you're working with a lot of text, you'll eventually want to know more about it. For example, what's it about? What do the words mean in context? Who is doing what to whom? What companies and products are mentioned? Which texts are similar to each other? In this course, you'll learn how to use spaCy, a fast-growing industry standard library for NLP in Python, to build advanced natural language understanding systems, using both rule-based and machine learning approaches.","Learn how to use spaCy to build advanced natural language understanding systems, using both rule-based and machine learning approaches.",python,2,4450,5,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/advanced-nlp-with-spacy,https://assets.datacamp.com/production/course_8392/shields/thumb/shield_image_course_8392_20190822-1-1gl3lgp?1566514699,17/09/2025,21195,4,55,15,0,Ines Montani,Mari Nazary; Adrián Soto,,Introduction to Natural Language Processing in Python
100,Advanced Deep Learning with Keras,"This course shows you how to solve a variety of problems using the versatile Keras functional API. You will start with simple, multi-layer dense networks (also known as multi-layer perceptrons), and continue on to more complicated architectures. The course will cover how to build models with multiple inputs and a single output, as well as how to share weights between layers in a model. We will also cover advanced topics such as category embeddings and multiple-output networks. If you've ever wanted to train a network that does both classification and regression, then this course is for you!",Learn how to develop deep learning models with Keras.,python,2,3950,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/advanced-deep-learning-with-keras,https://assets.datacamp.com/production/course_6554/shields/thumb/shield_image_course_6554_20241106-1-16wpn3c?1730896471,17/09/2025,34045,4,46,13,2,Zachary Deane-Mayer,Sumedh Panchadhar,Keras Fundamentals,Introduction to Deep Learning with Keras
101,Machine Translation with Keras,"The need to pack a bilingual dictionary for your European holiday or keeping one on your desk to complete your foreign language homework is a thing of the past. You just hop on the internet and make use of a language translation service to quickly understand what the street sign means or finding out how to greet and thank a foreigner in their language. Behind the language translation services are complex machine translation models. Have you ever wondered how these models work? This course will allow you to explore the inner workings of a machine translation model. You will use Keras, a powerful Python-based deep learning library, to implement a translation model. You will then train the model to perform an English to French translation, and you will be shown techniques to improve your model. At the end of this course, you would have developed an in-depth understanding of machine translation models and appreciate them even more!",Are you curious about the inner workings of the models that are behind products like Google Translate?,python,3,4950,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/machine-translation-with-keras,https://assets.datacamp.com/production/course_17605/shields/thumb/shield_image_course_17605_20230907-1-1vqpjx9?1694096824,17/09/2025,4752,4,58,16,2,Thushan Ganegedara,Mona Khalil; Ruanne Van Der Walt,,Introduction to Deep Learning with Keras
102,Graph RAG with LangChain and Neo4j,"Are you bored of vectors, embeddings, and vector RAG applications yet? Look no further! In this course, you'll discover how Graph RAG can greatly improve the accuracy and reliability of RAG applications by storing and querying information in the form of nodes and relationships. Combine Neo4j graph databases with LangChain and you get a truly awesome way of retrieving and integrating external data with LLMs.",Create more accurate and reliable RAG systems with Graph RAG and hybrid RAG.,python,3,3100,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/graph-rag-with-langchain-and-neo4j,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,329,3,37,11,0,Adam  Cowley,James Chapman,,Retrieval Augmented Generation (RAG) with LangChain
103,Introduction to TensorFlow in Python,"Not long ago, cutting-edge computer vision algorithms couldn’t differentiate between images of cats and dogs. Today, a skilled data scientist equipped with nothing more than a laptop can classify tens of thousands of objects with greater accuracy than the human eye. In this course, you will use TensorFlow 2.6 to develop, train, and make predictions with the models that have powered major advances in recommendation systems, image classification, and FinTech. You will learn both high-level APIs, which will enable you to design and train deep learning models in 15 lines of code, and low-level APIs, which will allow you to move beyond off-the-shelf routines. You will also learn to accurately predict housing prices, credit card borrower defaults, and images of sign language gestures.",Learn the fundamentals of neural networks and how to build deep learning models using TensorFlow.,python,2,4300,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/introduction-to-tensorflow-in-python,https://assets.datacamp.com/production/course_15108/shields/thumb/shield_image_course_15108_20210319-1-53bxqb?1616168219,05/09/2025,54005,4,51,15,3,Isaiah Hull,Mona Khalil; Sara Billen; Alex Yarosh,,Supervised Learning with scikit-learn
104,Introduction to Optimization in Python,"This course transforms beginners into skilled optimizers, teaching you to convert and solve real-world problems using mathematical modeling in Python with SciPy and PuLP. Starting with the basics of optimization and its applications, you'll employ SymPy for analytical solutions without manually calculating derivatives, and utilize SciPy for numerical answers. You'll progress to tackling linear programming, constrained convex optimization, and mixed integer optimization with SciPy and PuLP, focusing on practical issues like manufacturing, profit maximization, and resource allocation.","Learn to solve real-world optimization problems using Python's SciPy and PuLP, covering everything from basic to constrained and complex optimization.",python,2,3250,4,10.0,2,Data Science and Analytics,https://www.datacamp.com/courses/introduction-to-optimization-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,3437,4,42,13,0,James Chapman; Jasmin Ludolf,Maham Khan; Joe Franklin; Constantinos Kalfarentzos,,Introduction to NumPy
105,End-to-End Machine Learning,"Dive into the world of machine learning and discover how to design, train, and deploy end-to-end models with this comprehensive course. Through engaging, real-world examples and hands-on exercises, you'll learn to tackle complex data problems and build powerful ML models. By the end of this course, you'll be equipped with the skills needed to create, monitor, and maintain high-performing models that deliver actionable insights.","Dive into the world of machine learning and discover how to design, train, and deploy end-to-end models.",python,2,4150,4,6.0,2,Emerging Technologies,https://www.datacamp.com/courses/end-to-end-machine-learning,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,12953,4,56,16,2,Joshua Stapleton,George Boorman; Arne Warnke,,"Supervised Learning with scikit-learn, MLOps Concepts"
106,Introduction to MLflow,"Managing the end-to-end lifecycle of a Machine Learning application can be a daunting task for data scientists, engineers, and developers. Machine Learning applications are complex and have a proven track record of being difficult to track, hard to reproduce, and problematic to deploy. In this course, you will learn what MLflow is and how it attempts to simplify the difficulties of the Machine Learning lifecycle such as tracking, reproducibility, and deployment. After learning MLflow, you will have a better understanding of how to overcome the complexities of building Machine Learning applications and how to navigate different stages of the Machine Learning lifecycle.","Learn how to use MLflow to simplify the complexities of building machine learning applications. Explore MLflow tracking, projects, models, and model registry.",python,3,3750,4,6.0,24,Emerging Technologies,https://www.datacamp.com/courses/introduction-to-mlflow,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,9466,4,51,16,4,Weston Bassler,George Boorman; Arne Warnke; Kat Zahradova,Machine Learning Engineer; Machine Learning in Production in Python,"Supervised Learning with scikit-learn, MLOps Concepts"
107,CI/CD for Machine Learning,"The course will empower you to streamline your machine learning development processes, enhancing efficiency, reliability, and reproducibility in your projects. Throughout the course, you'll develop a comprehensive understanding of CI/CD workflows and YAML syntax, utilizing GitHub Actions (GA) for automation, training models in a pipeline, versioning datasets with DVC, and performing hyperparameter tuning. You'll be introduced to the fundamental concepts of CI/CD and YAML, and gain an understanding of the software development life cycle and key terms like build, test, and deploy. You'll define Continuous Integration, Continuous Delivery, and Continuous Deployment while examining their distinctions. You'll also explore the utility of CI/CD in machine learning and experimentation. You'll learn about GA, a powerful platform for implementing CI/CD workflows. You'll discover the various elements of GA, including events, actions, jobs, steps, runners, and context. You'll learn how to define workflows triggered by events such as push and pull requests and customize runner machines. You'll also gain practical experience by setting up basic CI pipelines and understanding the GA log. You'll delve deep into Data Version Control (DVC) for versioning datasets, initializing DVC, and tracking datasets. Using DVC pipelines, you'll learn how to train classification models and generate metrics in a reproducible manner. You'll then focus on model performance analysis and hyperparameter tuning and gain practical skills in comparing metrics and plots across branches to track changes in model performance. You'll learn how to perform hyperparameter tuning using scikit-learn's GridSearchCV. Additionally, you'll explore automating pull requests with the best model configuration.",Elevate your Machine Learning Development with CI/CD using GitHub Actions and Data Version Control,python,3,3500,5,6.0,5,Emerging Technologies,https://www.datacamp.com/courses/cicd-for-machine-learning,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,5718,4,46,15,1,Ravi Bhadauria,George Boorman; Arne Warnke; Katerina Zahradova,Machine Learning Engineer,"MLOps Concepts, Supervised Learning with scikit-learn, Intermediate Git"
108,Importing and Managing Financial Data in Python,"If you want to apply your new 'Python for Data Science' skills to real-world financial data, then this course will give you some very valuable tools. First, you will learn how to get data out of Excel into pandas and back. Then, you will learn how to pull stock prices from various online APIs like Google or Yahoo! Finance, macro data from the Federal Reserve, and exchange rates from OANDA. Finally, you will learn how to calculate returns for various time horizons, analyze stock performance by sector for IPOs, and calculate and summarize correlations.","In this course, you'll learn how to import and manage financial data in Python using various tools and sources.",python,2,4350,5,9.0,2,Data Science and Analytics,https://www.datacamp.com/courses/importing-and-managing-financial-data-in-python,https://assets.datacamp.com/production/course_3882/shields/thumb/shield_image_course_3882_20201023-1-1jt1oum?1603456601,05/09/2025,43489,4,53,16,5,Stefan Jansen,Lore Dirick,Finance Fundamentals in Python,Data Manipulation with pandas
109,Machine Learning for Finance in Python,"Time series data is all around us; some examples are the weather, human behavioral patterns as consumers and members of society, and financial data. In this course, you'll learn how to calculate technical indicators from historical stock data, and how to create features and targets out of the historical stock data. You'll understand how to prepare our features for linear models, xgboost models, and neural network models. We will then use linear models, decision trees, random forests, and neural networks to predict the future price of stocks in the US markets. You will also learn how to evaluate the performance of the various models we train in order to optimize them, so our predictions have enough accuracy to make a stock trading strategy profitable.","Learn to model and predict stock data values using linear models, decision trees, random forests, and neural networks.",python,2,5150,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/machine-learning-for-finance-in-python,https://assets.datacamp.com/production/course_6578/shields/thumb/shield_image_course_6578_20181022-13-1p0rdqm?1540243161,05/09/2025,30821,4,59,15,6,Nathan George,Chester Ismay; David Campos; Shon Inouye,,Supervised Learning with scikit-learn
110,Efficient AI Model Training with PyTorch,"Do you want your machine learning models to train in a fraction of the time? Distributed training allows you to train models across multiple devices, making it possible to scale your AI projects and reduce training times. In this course, you'll learn how to use the Hugging Face Accelerator library and PyTorch to prepare models for distributed training on your device. You'll explore data sharding, model replication, and parameter synchronization while gaining hands-on experience applying these techniques to real-world workflows, whether working on image, text, or audio models.",Learn how to reduce training times for large language models with Accelerator and Trainer for distributed training,python,3,3850,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/efficient-ai-model-training-with-pytorch,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,847,4,45,13,4,Dennis Lee,James Chapman; Jasmin Ludolf; Francesca Donadoni,,"Intermediate Deep Learning with PyTorch, Working with Hugging Face"
111,Scalable AI Models with PyTorch Lightning,"In this course, you'll explore the principles, tools, and techniques for building scalable AI systems. Using PyTorch Lightning as the primary framework, you'll get hands-on experience in developing and optimizing AI models by building modular neural network components, managing data pipelines, and applying advanced optimization techniques. By the end of the course, you will be equipped with the skills needed to build, scale, and deploy robust AI solutions.",Streamline your AI projects by building modular models and mastering advanced optimization with PyTorch Lightning!,python,2,2400,3,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/scalable-ai-models-with-pytorch-lightning,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,295,3,30,10,0,Sergiy Tkachuk,Francesca Donadoni,,Intermediate Deep Learning with PyTorch
112,Time Series Analysis in Python,"From stock prices to climate data, time series data are found in a wide variety of domains, and being able to effectively work with such data is an increasingly important skill for data scientists. This course will introduce you to time series analysis in Python. After learning about what a time series is, you'll learn about several time series models ranging from autoregressive and moving average models to cointegration models. Along the way, you'll learn how to estimate, forecast, and simulate these models using statistical libraries in Python. You'll see numerous examples of how these models are used, with a particular emphasis on applications in finance.","In this four-hour course, you’ll learn the basics of analyzing time series data in Python.",python,2,4850,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/time-series-analysis-in-python,https://assets.datacamp.com/production/course_4267/shields/thumb/shield_image_course_4267_20221005-1-1xuc48g?1664965021,05/09/2025,65914,5,59,17,3,Rob Reider,Lore Dirick; Nick Solomon,Time Series in Python,Manipulating Time Series Data in Python
113,Visualizing Time Series Data in Python,"Time series data is omnipresent in the field of Data Science. Whether it is analyzing business trends, forecasting company revenue or exploring customer behavior, every data scientist is likely to encounter time series data at some point during their work. To get you started on working with time series data, this course will provide practical knowledge on visualizing time series data using Python.","Visualize seasonality, trends and other patterns in your time series data.",python,2,4850,4,4.0,2,Data Science and Analytics,https://www.datacamp.com/courses/visualizing-time-series-data-in-python,https://assets.datacamp.com/production/course_5226/shields/thumb/shield_image_course_5226_20190801-1-1w7q8ux?1564675180,05/09/2025,24969,5,59,17,5,Thomas Vincent,Lore Dirick; Sumedh Panchadhar,Time Series in Python,"Introduction to Data Visualization with Matplotlib, Manipulating Time Series Data in Python"
114,ARIMA Models in Python,"Have you ever tried to predict the future? What lies ahead is a mystery which is usually only solved by waiting. In this course, you will stop waiting and learn to use the powerful ARIMA class models to forecast the future. You will learn how to use the statsmodels package to analyze time series, to build tailored models, and to forecast under uncertainty. How will the stock market move in the next 24 hours? How will the levels of CO2 change in the next decade? How many earthquakes will there be next year? You will learn to solve all these problems and more.",Learn about ARIMA models in Python and become an expert in time series analysis.,python,3,4850,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/arima-models-in-python,https://assets.datacamp.com/production/course_17329/shields/thumb/shield_image_course_17329_20200204-1-j51xkd?1580822917,05/09/2025,23024,4,57,15,5,James Fulton,Chester Ismay; Adel Nehme,Time Series in Python,Supervised Learning with scikit-learn
115,Case Study: Building Software in Python,"Learn to build a real-world application—a mortgage calculator—while mastering core software engineering principles. You’ll design modular Python code, use inheritance to expand functionality, and ensure quality through best practices like the DRY principle, PEP 8 compliance, and automated testing with pytest. By the end, you’ll have the skills to create efficient, maintainable, and scalable software solutions for real-world challenges.",Build real-world applications with Python—practice using OOP and software engineering principles to write clean and maintainable code.,python,3,2050,3,,2,Software Development,https://www.datacamp.com/courses/case-study-building-software-in-python,https://assets.datacamp.com/users/avatars/000/158/994/medium/1612100926788.jpeg?1732187482,06/11/2025,1184,3,29,10,0,Mark Pedigo,George Boorman; Arne Warnke; Katerina Zahradova,Building Applications with OOP in Python,Intermediate Object-Oriented Programming in Python; Software Engineering Principles in Python
116,Intermediate Regression with statsmodels in Python,"Linear regression and logistic regression are the two most widely used statistical models and act like master keys, unlocking the secrets hidden in datasets. In this course, you’ll build on the skills you gained in ""Introduction to Regression in Python with statsmodels"", as you learn about linear and logistic regression with multiple explanatory variables. Through hands-on exercises, you’ll explore the relationships between variables in real-world datasets, Taiwan house prices and customer churn modeling, and more. By the end of this course, you’ll know how to include multiple explanatory variables in a model, discover how interactions between variables affect predictions, and understand how linear and logistic regression work.",Learn to perform linear and logistic regression with multiple explanatory variables.,python,2,4300,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/intermediate-regression-with-statsmodels-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,05/09/2025,13218,4,52,14,5,Maarten Van den Broeck,Richie Cotton; Maggie Matsui; Amy Peterson,Statistics Fundamentals  in Python,Introduction to Regression with statsmodels in Python
